Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS Version,ADAS/ADS Version - Unknown,ADAS/ADS Version CBI,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude  - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
30270-3841,1,Waymo LLC,Monthly,8,2022,Sep-22,SADHW2S15M1, ,N/A,Jaguar,I-Pace, ,2021, ,c5a24e4de70b2d6,40181, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,Aug-22, ,Aug-22,23:30, ,d54f3de7649b381,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Dark - Lighted, , , , , , ,Y, ,,Animal,No Injuries Reported,Yes,"Other, see Narrative",,, , , , , , , , , , , ,Proceeding Straight,No,No,Yes,23, , , , , , ,Y, , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2022 at 11:30 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a domestic dog on the 800 block of [XXX].
The Waymo AV was traveling eastbound on [XXX] when a domestic dog ran into the street in front of the Waymo AV. The Waymo AV then made contact with the dog and the dog died at the scene. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). 
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-3838,1,Waymo LLC,Monthly,8,2022,Sep-22,2C4RC1K74HR, ,N/A,Chrysler,Pacifica, ,2017, ,be729ced367406a,99215, ,None,4th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,Aug-22, ,Aug-22,12:23, ,44f19f59a48c98c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Chandler, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,Dry,No Unusual Conditions,10, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Backing,No,No,Y, , , , , , , , , , ,Stopped,No,No,"No, see Narrative",0, , , , , , , ,Y, , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2022 at 12:23 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in Chandler, Arizona was in a collision involving a pick-up truck at [XXX]. 
The Waymo AV stopped in a parking lot to drop-off a passenger. Shortly after the Waymo AV pulled over, a pick-up truck that was parked perpendicular to the Waymo AV moved backward and its rear bumper made contact with the passenger side rear quarter panel of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and the passenger had just unbuckled their seat belt to deboard. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
30270-3837,1,Waymo LLC,Monthly,8,2022,Sep-22,SADHW2S15M1, ,N/A,Jaguar,I-Pace, ,2021, ,9d4d73bafd748f5,38984, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,Aug-22, ,Aug-22,11:03, ,6c37f91fda20d45,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Tempe, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,45, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Changing Lanes,No,No,Y, , , , , , , , , , ,Proceeding Straight,No,No,Yes,45, , , , , , , , , ,Y, , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2022 at 11:03 AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in Tempe, Arizona was in a collision involving a passenger vehicle on [XXX] near [XXX].
The Waymo AV was traveling northbound on [XXX] and had passed [XXX] when a passenger vehicle approached the Waymo AV from behind. The passenger vehicle then made a lane change into its adjacent right lane, and passed the Waymo AV. As it passed the Waymo AV, the passenger vehicle made a lane change back into the left adjacent lane, and its driver side rear quarter panel made contact with the Waymo AV's passenger side front quarter panel. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", 
502-3866,1,Ford Motor Company,Monthly,8,2022,Sep-22,1FMCU0DZ0LU, ,N/A,Ford,Escape, ,2020, ,c54df74e3c62f9e,4783, ,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Argo AI, , , , ,Y,Y, , ,,Aug-22, ,Aug-22,12:31, ,21a6afd753cdcd5,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Miami, ,FL ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Making Right Turn,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0, , , , ,Y, , , , , , , , , , , ,Y,Y, , ,Yes,Miami Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"As reported by Argo AI to Ford on September [XXX], 2022 (Report # 30290-3800-1), an Argo AI Autonomous Vehicle (""Argo AV"") was impacted in the rear while traveling [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. The Argo AV came to a complete stop at the stop sign, pulled forward to view cross traffic and stopped, awaiting the oncoming traffic to clear. The vehicle directly behind the Argo AV failed to fully stop and contacted the Argo AV's rear bumper. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]
""Other"" data availability: test vehicle data.",Y
502-3864,1,Ford Motor Company,Monthly,8,2022,Sep-22,1FMCU0DZ4LU, ,N/A,Ford,Escape, ,2020, ,ffc5e4357bf2326,1857, ,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Argo AI, , , , ,Y,Y, , ,,Aug-22, ,Aug-22,17:55, ,346b753bc1fc685,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Miami Beach, ,FL ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0, , , , ,Y, , , , , , , , , , , ,Y,Y, , ,Yes,Miami Beach Police, ,Yes,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"As reported by Argo AI to Ford on September [XXX], 2022 (Report # 30290-3797-1), An Argo AI Autonomous Vehicle (""Argo AV"") was impacted in the rear while traveling [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. The Argo AV came to a complete stop at the red traffic light. While the Argo AV was still stationary at the traffic light, which remained red, the previously stopped vehicle directly behind the Argo AV idled forward and contacted the Argo AV's rear bumper. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]
""Other"" data availability: test vehicle data.",Y
30290-3800,1,Argo AI,Monthly,8,2022,Sep-22,1FMCU0DZ0LU, ,N/A,Ford,Escape, ,2020, ,c54df74e3c62f9e,4783, ,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Argo AI, , , , ,Y,Y, , ,,Aug-22, ,Aug-22,12:31, ,21a6afd753cdcd5,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Miami, ,FL ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Making Right Turn,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0, , , , ,Y, , , , , , , , , , , ,Y,Y, , ,Yes,Miami Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"An Argo AI Autonomous Vehicle (""Argo AV"") was impacted in the rear while traveling [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. The Argo AV came to a complete stop at the stop sign, pulled forward to view cross traffic and stopped, awaiting the oncoming traffic to clear. The vehicle directly behind the Argo AV failed to fully stop and contacted the Argo AV's rear bumper. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] 
""Other"" data availability: test vehicle data.",Y
30290-3797,1,Argo AI,Monthly,8,2022,Sep-22,1FMCU0DZ4LU, ,N/A,Ford,Escape, ,2020, ,ffc5e4357bf2326,1857, ,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Argo AI, , , , ,Y,Y, , ,,Aug-22, ,Aug-22,17:55, ,346b753bc1fc685,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Miami Beach, ,FL ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,30, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , , , , ,Stopped,No,No,Yes,0, , , , ,Y, , , , , , , , , , , ,Y,Y, , ,Yes,Miami Beach Police, ,Yes,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"An Argo AI Autonomous Vehicle (""Argo AV"") was impacted in the rear while traveling [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. The Argo AV came to a complete stop at the red traffic light. While the Argo AV was still stationary at the traffic light, which remained red, the previously stopped vehicle directly behind the Argo AV idled forward and contacted the Argo AV's rear bumper. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] 
""Other"" data availability: test vehicle data.",Y
540-3820,1,"General Motors, LLC",Monthly,8,2022,Sep-22,5G21A6P08L4, ,N/A,Cruise,AV, ,2020, ,a89c78cfdf2ef47,12595, ,In-Vehicle and Remote (Commercial / Test),,Y, ,Yes,ADS,Cruise LLC, , ,Y, ,Y,Y, , ,,Aug-22, ,Aug-22,3:53, ,d827a618d04f24a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,Minor,Yes,Proceeding Straight,No,No, , , , , ,Y, , ,Y, , ,Stopped,No,No,Yes,0, ,Y, , ,Y, , , , , , , ,Y, ,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"Unknown, see Narrative", ,"On September [XXX], 2022, GM Cruise Holdings LLC (""Cruise"") filed an Incident Report (the ""Report"") under the Standing General Order 2021-01 dated June 29, 2021 (the ""Order""). General Motors LLC (GM) manufactured the Cruise-operated motor vehicle involved in the incident summarized in the Incident Report. Because GM is also a Reporting Entity under the Order, GM is submitting a duplicate of the redacted public copy of the Report. GM has selected ""Unknown"" in the ""ADS version"" and ""ODD time"" fields solely to avoid a second submission of nonpublic Cruise CBI GM is in possession of Cruise's responses to these fields, and incorporates Cruise's responses into this submission by reference. GM's submission is based on facts supplied to GM by Cruise. GM has not investigated the alleged incident and currently believes, based on a reasonable inquiry, that it has no independent knowledge of the facts in the Report. (Reference file: 30412-3806-1)", 
540-3819,1,"General Motors, LLC",Monthly,8,2022,Sep-22,5G21A6P0XL4, ,N/A,Cruise,AV, ,2020, ,c560f83c137675c,40836, ,In-Vehicle (Commercial / Test),,Y, ,Yes,ADS,Cruise LLC, , ,Y, ,Y,Y, , ,,Aug-22, ,Aug-22,7:04, ,35e10a085af7d4b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Changing Lanes,No,No, , ,Y, , ,Y, , , , , ,"Other, see Narrative",No,No,Yes,14, ,Y, , ,Y, , , , , , , ,Y, ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,"Unknown, see Narrative", ,"On September [XXX], 2022, GM Cruise Holdings LLC (""Cruise"") filed an Incident Report (the ""Report"") under the Standing General Order 2021-01 dated June 29, 2021 (the ""Order""). General Motors LLC (GM) manufactured the Cruise-operated motor vehicle involved in the incident summarized in the Incident Report. Because GM is also a Reporting Entity under the Order, GM is submitting a duplicate of the redacted public copy of the Report. GM has selected ""Unknown"" in the ""ADS version"" and ""ODD time"" fields solely to avoid a second submission of nonpublic Cruise CBI GM is in possession of Cruise's responses to these fields, and incorporates Cruise's responses into this submission by reference. GM's submission is based on facts supplied to GM by Cruise. GM has not investigated the alleged incident and currently believes, based on a reasonable inquiry, that it has no independent knowledge of the facts in the Report. (Reference file: 30412-3801-1)", 
30610-3751,1,"Zoox, Inc.",Monthly,8,2022,Sep-22,5TDDCRFH0GS, ,N/A,Toyota,Highlander, ,2016, ,9bdb2d878b5484e,81418, ,In-Vehicle (Commercial / Test),36.22.30.08, , ,Yes,ADS,Zoox Inc., , , , ,Y,Y, , ,,Aug-22, ,Aug-22,21:01, ,a3037ba8b0702a4,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Van,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , , , , ,Y, , ,Stopped,No,No,Yes,0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,No,, ,No,, ,, ,, ,Yes, ,"A Zoox vehicle in autonomy was proceeding straight on [XXX] in San Francisco, CA, in stop-and-go traffic. The Zoox vehicle came to a stop for a vehicle ahead when a following van made light contact with the Zoox vehicle's rear bumper from behind. There were no injuries and the police were not called.", 
30412-3806,1,Cruise LLC,Monthly,8,2022,Sep-22,5G21A6P08L4, ,N/A,Cruise,AV, ,2020, ,a89c78cfdf2ef47,12595, ,In-Vehicle and Remote (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Cruise LLC, , ,Y, ,Y,Y, , ,,Aug-22, ,Aug-22,3:53, ,d827a618d04f24a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,Minor,Yes,Proceeding Straight,No,No, , , , , ,Y, , ,Y, , ,Stopped,No,No,Yes,0, ,Y, , ,Y, , , , , , , ,Y, ,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""Cruise AV""), operating in supervised autonomous mode, was at a complete stop in response to a red light on eastbound [XXX] at the intersection with [XXX]. A white Honda SUV approaching from the rear in the lane to the left of the Cruise AV changed into the Cruise AV's lane, came to a complete stop behind the Cruise AV, and then proceeded forward to make contact with the rear driver side bumper of the Cruise AV. The white Honda SUV reversed backwards several feet, proceeded forward, came to a complete stop, and then proceeded forward to make contact with the Cruise AV again. This caused damage to the Cruise AV's rear driver side fascia. The driver of the other vehicle left the scene without exchanging information. Both Cruise AV operators reported injuries. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-3801,1,Cruise LLC,Monthly,8,2022,Sep-22,5G21A6P0XL4, ,N/A,Cruise,AV, ,2020, ,c560f83c137675c,40836, ,In-Vehicle and Remote (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Cruise LLC, , ,Y, ,Y,Y, , ,,Aug-22, ,Aug-22,7:04, ,35e10a085af7d4b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Changing Lanes,No,No, , ,Y, , ,Y, , , , , ,"Other, see Narrative",No,No,Yes,14, ,Y, , ,Y, , , , , , , ,Y, ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""Cruise AV""), operating in supervised autonomous mode, was traveling southbound on [XXX] between [XXX] and [XXX]. At the same time, a Honda Accord began to merge into the Cruise AV's lane behind the Cruise AV. The Cruise AV braked and, shortly thereafter, the Honda Accord made contact with the Cruise AV, damaging the rear driver side bumper of the Cruise AV. The parties exchanged information and there were no reported injuries. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30531-3809,1,Transdev Alternative Services,1-Day,,,Sep-22,SADHW2S17M1, ,N/A,Jaguar,I-Pace, ,2021, ,2e36ef5640679ec,29977, ,In-Vehicle (Commercial / Test),4th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,Sep-22, ,Sep-22,13:13, ,5ecd17ff9881950,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,35, ,Daylight,Y, , , , , , , ,,Passenger Car,Unknown,No,Proceeding Straight,No,Unknown,Y, ,Y,Y, ,Y,Y, ,Y, , ,Stopped,No,Yes,No Passengers in Vehicle,0, , , , , , , ,Y, , , , , , ,Y, ,Y,Y, , ,Unknown,,Y,Yes,,Y,,Y,,Y,Yes, ,"On September [XXX], 2022 at 1:13 PM PST a Waymo Autonomous Vehicle ( Waymo AV ) operating in Phoenix, Arizona was in a collision involving two passenger cars on [XXX] at [XXX].
The Waymo AV was stopped in traffic at a red light facing West on [XXX]. The passenger car immediately behind the Waymo AV slowed and came to a near stop when a second passenger car approaching from behind made contact with the rear of the first passenger car, causing that car to make contact with the rear of the Waymo AV.
At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). All three vehicles sustained damage.
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away, because of airbag deployment, and because an occupant in one of the passenger vehicles was transported for medical attention.  Transdev may supplement or correct its reporting with additional information as it may become available.  This report is a duplicate of report ID 30270-3786-1.", 
30391-3808,1,Kodiak Robotics,Monthly,8,2022,Sep-22,1XKYD49X7NJ, ,N/A,Kenworth Motor Truck Co,T680, ,2022, ,f8d0946bbb70e83,10766, ,In-Vehicle (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,"Kodiak Robotics, Inc", , , , , ,Y, , ,,Aug-22, ,Aug-22,18:00, ,2ef7294be596ddb,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Palmer, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,75, ,Daylight,Y, , , , , , , ,,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , ,Y, , ,Proceeding Straight,No,No,Yes,15, , , , ,Y, , , , , , , , ,Y,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"Monthly Report Update: A police report was issued after the original SGO incident reports were submitted and described the cause of the collision as the pick-up truck's failure to control its speed before rear-ending the Kodiak AV. The content of this report is otherwise unchanged from the initial incident report submitted on August [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION], 2022 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION].
On Aug [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION], 2022 at [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] CST a Kodiak Autonomous Vehicle (""Kodiak AV"") Class 8 semi-truck driving southbound on [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] in [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION] Texas was rear-ended by a pickup truck. The Kodiak AV had been braking for over 11 seconds in lane to safely accommodate two pedestrians and their vehicles near the fog line on the shoulder when a pickup truck rear-ended the Kodiak AV. 
The Kodiak AV was operating with a safety driver (in the driver's seating position), who transitioned the vehicle from autonomous to manual mode immediately prior to impact. At the time of impact, the Kodiak AV was in manual mode.
No injuries occurred in the incident. The Kodiak AV's rear lightbar sustained minor damage, as did the pickup truck's front bumper and hood.  Both vehicles were able to drive away from the scene. 
Kodiak is reporting this crash under Request No. 1 of the Standing General Order 2021-01 because the Kodiak AV was slowing down for vulnerable road users when it was rear-ended. Kodiak may supplement or correct its reporting with additional information as it may become available.",Y
